title,year,director,running_time,views,likes,avg_rating,half_star,one_star,one_half_star,two_star,two_half_star,three_star,three_half_star,four_star,four_half_star,five_star
Blood: The Last Vampire,2009,Chris Nahon,91,2389,142,2.4,63,108,101,280,214,243,101,51,11,15
Space Amoeba,1970,Ishirō Honda,84,963,201,2.9,5,15,37,99,121,225,100,67,4,7
Return from Witch Mountain,1978,John Hough,95,2611,219,2.7,8,35,44,205,207,285,95,63,6,29
Firefly,2005,Peter Marcy,104,1867,43,4.2,10,4,7,17,24,71,136,274,343,321
Dexter's Laboratory: Ego Trip,1999,Genndy Tartakovsky,50,3128,383,3.6,14,17,13,46,79,284,301,411,190,124
A Breath Away,2018,Daniel Roby,90,1637,163,2.9,12,38,51,154,227,389,198,106,12,15
The Mole People,1956,Virgil W. Vogel,77,1382,164,2.5,17,55,73,157,145,202,75,27,1,3
Our Man Flint,1966,Daniel Mann,108,1755,250,3.0,6,13,27,90,139,319,169,121,12,20
Species III,2004,Brad Turner,111,2313,66,1.8,121,274,195,291,142,94,23,15,2,7
The Giant Gila Monster,1959,Ray Kellogg,74,1553,135,2.0,66,152,154,183,94,90,32,18,3,4
Infinity Chamber,2016,Travis Milloy,103,1468,222,3.0,13,31,41,123,176,280,229,120,26,23
The Giant Spider Invasion,1975,Bill Rebane,84,1450,159,2.0,88,203,114,149,76,104,58,30,8,11
Trog,1970,Freddie Francis,91,1218,227,2.4,27,98,92,192,101,116,29,23,6,59
Last and First Men,2020,Jóhann Jóhannsson,70,337,130,3.9,0,0,4,3,6,21,37,70,39,52
The Infinite Man,2014,Hugh Sullivan,85,877,176,3.4,3,4,8,45,76,123,154,162,35,22
The Invisible Man's Revenge,1944,Ford Beebe,78,1023,146,2.8,3,20,28,110,148,252,79,29,4,6
The Bride with White Hair,1993,Ronny Yu,92,1273,229,3.5,2,9,6,30,49,183,187,155,43,52
Cities of Last Things,2018,Wi Ding Ho,107,1187,175,3.1,15,19,33,88,127,241,223,124,29,19
School in the Crosshairs,1981,Nobuhiko Ōbayashi,90,609,176,3.4,1,3,3,16,33,90,114,110,17,11
L: Change the World,2008,Hideo Nakata,129,3029,216,2.6,57,112,98,261,219,363,156,122,16,48
Mad About Men,1954,Ralph Thomas,90,1670,26,4.1,10,5,11,15,29,75,131,276,294,265
The Humanity Bureau,2017,Rob W. King,94,1515,71,1.7,189,307,179,219,93,70,30,15,1,8
Gamera vs. Gyaos,1967,Noriaki Yuasa,86,1387,229,2.8,17,32,45,118,126,234,122,72,8,23
The Crawling Eye,1958,Quentin Lawrence,84,1455,189,2.5,37,70,68,162,144,175,86,61,10,4
Britannia Hospital,1982,Lindsay Anderson,116,972,136,3.2,2,9,13,48,77,154,120,85,16,18
Dead Rising: Watchtower,2015,Zach Lipovsky,118,1760,148,2.4,53,128,112,285,224,252,92,35,9,13
Destination Moon,1950,Irving Pichel,91,1028,120,3.0,4,7,8,59,98,227,113,49,6,2
Arena,1989,Peter Manoogian,94,1338,211,2.7,15,59,55,130,149,228,77,69,9,17
Infini,2015,Shane Abbess,110,1769,165,2.5,39,74,105,242,262,283,141,53,8,8
Evils of the Night,1985,Mardi Rustam,84,1121,163,2.2,48,106,115,175,151,153,55,21,3,6
Attack on Titan II: End of the World,2015,Shinji Higuchi,87,1833,134,2.2,123,171,147,247,166,238,79,40,10,15
Electronic Labyrinth THX 1138 4EB,1967,George Lucas,15,1745,253,3.1,7,22,30,74,114,249,163,139,36,33
The Horror of Party Beach,1964,Del Tenney,78,1207,216,2.4,45,104,63,107,89,121,76,54,8,13
Origin: Spirits of the Past,2006,Keiichi Sugiyama,95,1949,226,2.8,16,39,46,163,183,295,159,85,15,30
Dr. Who and the Daleks,1965,Gordon Flemyng,82,2043,296,2.8,15,43,59,163,219,358,118,80,10,27
The Atomic Submarine,1959,Spencer Gordon Bennet,72,855,80,2.7,5,14,30,112,122,173,45,19,1,5
Attraction,2017,Fyodor Bondarchuk,117,1727,146,2.6,37,74,96,241,264,285,146,83,16,26
Fullmetal Alchemist The Movie: The Sacred Star of Milos,2011,Kazuya Murata,110,2682,260,2.9,19,41,80,177,252,402,225,154,29,44
The Midnight After,2014,Fruit Chan,124,1074,154,3.0,17,25,26,92,108,148,147,111,23,20
Critters Attack!,2019,Bobby Miller,89,1211,145,2.2,68,140,136,230,172,175,51,19,4,5
Ben 10 Race Against Time,2007,Alex Winter,67,3754,183,1.6,354,600,274,276,138,111,32,22,2,34
Frankenstein Unbound,1990,Roger Corman,82,1579,169,2.7,11,39,48,144,145,198,82,62,13,15
Space Mutiny,1988,"David Winters,Neal Sundstrom",93,2053,251,1.7,234,348,154,144,63,72,29,37,7,22
The Astronaut Farmer,2006,Michael Polish,104,3064,157,2.7,27,75,95,264,276,414,222,113,10,15
The President's Analyst,1967,Theodore J. Flicker,103,898,171,3.4,1,2,4,27,44,118,115,107,41,24
Air,2015,Christian Cantamessa,94,1960,133,2.4,37,96,129,285,273,278,96,40,7,9
Super Fuzz,1980,Sergio Corbucci,104,2085,292,3.0,19,29,44,111,148,308,207,131,16,38
Rio 2096: A Story of Love and Fury,2013,Luiz Bolognesi,74,1661,360,3.7,6,5,9,41,50,169,189,319,114,152
Impostor,2001,Gary Fleder,102,2571,142,2.6,19,93,105,263,244,352,143,70,13,13
The Kindred,1987,"Stephen Carpenter,Jeffrey Obrow",91,988,165,3.0,4,15,20,69,82,182,99,72,14,10
Ghost in the Shell: Stand Alone Complex - Solid State Society,2006,Kenji Kamiyama,105,2280,410,3.7,3,3,4,26,54,187,261,419,104,104
The Chronicles of Riddick: Dark Fury,2004,Peter Chung,34,2728,327,3.0,7,32,35,148,189,512,226,126,14,22
Napping Princess,2017,Kenji Kamiyama,111,1201,161,3.0,9,17,32,84,132,242,171,94,16,12
Puppet Master 5: The Final Chapter,1994,Jeff Burr,82,1653,187,2.4,36,89,113,225,207,184,58,33,6,17
Creepozoids,1987,David DeCoteau,72,1273,180,2.4,30,84,98,190,147,184,52,35,4,10
Retreat,2011,Carl Tibbetts,89,1982,149,2.8,9,45,44,184,254,358,199,86,7,4
Gamera vs. Barugon,1966,Shigeo Tanaka,106,1595,262,2.8,20,49,51,160,147,230,135,89,10,21
"Die, Monster, Die!",1965,Daniel Haller,80,1331,209,2.9,8,16,24,92,165,296,159,66,5,8
Jessica Forever,2018,"Caroline Poggi,Jonathan Vinel",97,1027,204,2.9,26,48,41,98,87,169,111,105,34,28
Parasite,1982,Charles Band,85,1118,143,2.4,27,88,73,149,136,159,50,27,3,9
Mutant Action,1993,Álex de la Iglesia,94,1839,298,3.2,6,21,28,72,107,321,272,178,33,29
The Medusa Touch,1978,Jack Gold,105,1491,249,3.4,3,13,14,66,72,230,237,204,46,48
Hellboy Animated: Blood and Iron,2007,"Victor Cook,Tad Stones",75,2348,416,3.2,2,16,16,79,121,437,238,177,28,28
Thomas and the Magic Railroad,2000,Britt Allcroft,85,3178,305,2.3,103,233,171,283,202,202,55,52,6,87
Nothing Lasts Forever,1984,Tom Schiller,82,858,221,3.5,4,7,10,29,61,103,94,140,34,52
Electroma,2006,"Thomas Bangalter,Guy-Manuel de Homem-Christo",74,1787,412,3.4,7,21,25,74,82,237,212,230,59,85
Young Einstein,1988,Yahoo Serious,91,4064,268,2.4,66,170,146,358,278,319,118,85,15,14
Solarbabies,1986,Alan Johnson,94,1753,181,2.3,41,97,109,217,180,182,52,43,4,10
Sharktopus,2010,Declan O'Brien,89,2369,158,1.8,250,309,186,207,102,111,36,39,9,21
The Last Days,2013,"Àlex Pastor,David Pastor",100,1812,177,3.0,6,30,47,139,202,373,224,157,16,18
Parasyte: Part 1,2014,Takashi Yamazaki,109,1777,209,3.2,9,19,28,68,121,321,322,200,28,21
Prey,1977,Norman J. Warren,85,996,202,3.0,5,22,28,86,101,208,141,101,12,12
Let's Be Evil,2016,Martin Owen,83,1720,69,1.8,164,278,179,257,143,126,25,19,5,10
The Girl Who Slipped Through Time,1983,Nobuhiko Ōbayashi,104,650,154,3.5,1,6,5,16,31,89,83,96,42,23
EVA,2011,Kike Maíllo,94,1999,266,3.2,3,24,25,80,140,376,304,179,36,32
Dead Space: Downfall,2008,Chuck Patton,74,2991,262,2.7,32,68,78,261,283,427,179,131,30,24
Portal: No Escape,2011,Dan Trachtenberg,7,2945,414,3.3,9,19,31,73,119,409,340,273,44,47
Space Truckers,1996,Stuart Gordon,95,1854,223,2.7,20,63,69,169,187,275,122,72,11,12
Immortal,2004,Enki Bilal,103,2575,216,2.6,52,122,107,213,223,265,150,97,17,31
Spacehunter: Adventures in the Forbidden Zone,1983,Lamont Johnson,90,1695,227,2.6,11,45,80,217,178,264,112,58,14,6
Hellboy Animated: Sword of Storms,2006,"Tad Stones,Phil Weinstein",73,2401,397,3.1,3,16,22,112,154,465,221,156,27,32
Trigun: Badlands Rumble,2010,Satoshi Nishimura,95,2373,444,3.5,6,6,12,42,108,288,373,360,81,53
Lust of the Vampire,1957,"Mario Bava,Riccardo Freda",85,1087,177,3.2,1,3,5,43,99,222,172,102,19,12
Macross: Do You Remember Love?,1984,"Shoji Kawamori,Noboru Ishiguro",114,1596,401,3.7,4,8,9,34,60,124,181,267,120,134
I Was a Teenage Werewolf,1957,Gene Fowler Jr.,76,1421,148,2.7,16,39,45,122,125,192,88,39,2,9
Replicant,2001,Ringo Lam,100,2717,231,2.6,24,89,99,270,254,357,153,78,11,20
Embers,2015,Claire Carré,85,1053,144,2.9,14,18,40,109,139,181,118,81,15,14
Man's Best Friend,1993,John Lafia,97,2103,252,2.6,16,78,93,231,210,304,111,64,10,14
Attack of the Giant Leeches,1959,Bernard L. Kowalski,62,1677,145,2.1,62,168,135,203,127,101,42,21,8,10
The Dead,2010,"Jonathan Ford,Howard J. Ford",105,1637,197,2.9,11,40,57,135,179,285,179,112,15,12
Children of the Damned,1964,Anton Leader,90,1797,236,3.0,5,14,22,87,119,319,176,96,12,20
Godsend,2004,Nick Hamm,102,3647,93,2.0,92,302,295,487,284,228,64,29,8,6
Carnosaur,1993,"Adam Simon,Darren Moloney",83,2001,188,2.1,91,176,160,260,143,134,52,44,7,16
Wanderers,2014,Erik Wernquist,4,1942,449,3.6,6,8,12,41,68,190,252,352,87,102
Star Wars Rebels: Spark of Rebellion,2014,"Steward Lee,Steven G. Lee",44,2884,590,3.3,13,27,30,82,136,468,376,323,78,89
Creature,1985,William Malone,97,1528,150,2.2,35,110,129,236,161,155,55,23,2,7
Invisible Agent,1942,Edwin L. Marin,81,1063,175,2.9,4,11,29,99,144,260,111,56,9,12
The Wild Blue Yonder,2005,Werner Herzog,81,1723,199,3.2,8,24,36,98,103,245,190,182,41,42
The Nest,2013,David Cronenberg,10,2114,217,2.8,20,57,50,123,163,289,148,116,16,14
Dollman,1991,Albert Pyun,82,1570,248,2.7,11,51,67,167,186,284,113,84,11,11
Zaat,1971,Don Barton,100,1325,164,1.9,177,194,98,99,40,67,27,33,8,34
Gorgo,1961,Eugène Lourié,78,1765,266,2.7,13,58,59,174,177,267,132,77,9,10
Gamera vs. Guiron,1969,Noriaki Yuasa,82,1576,271,2.6,28,52,81,165,153,237,85,51,10,35
200 Motels,1971,"Tony Palmer,Frank Zappa",98,1109,215,3.1,11,25,24,50,84,117,91,94,23,43
Virus,1980,Kinji Fukasaku,156,728,114,3.1,6,13,11,50,59,124,90,84,11,23
Hell,2011,Tim Fehlbaum,89,2053,182,2.9,14,31,41,157,228,446,284,126,20,9
Cyber City Oedo 808,1990,Yoshiaki Kawajiri,149,1061,299,3.6,3,1,5,23,31,111,137,179,53,37
Harbinger Down,2015,Alec Gillis,82,1809,154,2.2,56,121,196,352,253,206,75,33,3,6
Inhumans: The First Chapter,2017,Roel Reiné,80,2352,146,1.6,326,407,186,221,111,118,38,43,3,15
The Meteor Man,1993,Robert Townsend,100,3580,274,2.3,65,158,162,351,275,295,93,66,9,18
Doctor Who: Last Christmas,2014,Paul Wilmshurst,57,4500,582,3.3,12,47,35,123,165,430,381,400,97,125
Doctor Who: The Return of Doctor Mysterio,2016,Edward Bazalgette,62,3671,485,3.0,48,77,66,187,231,468,270,253,57,88
Infection,2004,Masayuki Ochiai,98,1646,217,3.0,13,30,32,75,125,295,166,115,20,26
Tentacles,1977,Ovidio G. Assonitis,102,1504,157,2.1,69,151,165,227,136,143,52,34,2,5
Cocoon: The Return,1988,Daniel Petrie,116,4608,258,2.5,25,98,126,450,381,444,119,70,10,21
Thunderpants,2002,Peter Hewitt,83,3349,165,1.9,239,345,158,216,110,145,55,38,8,42
Cargo,2009,"Ivan Engler,Ralph Etter",120,2194,177,2.9,13,28,83,169,243,395,237,107,16,16
The Beast of Yucca Flats,1961,Coleman Francis,54,1715,132,1.4,366,288,91,96,31,45,17,20,4,14
Charly,1968,Ralph Nelson,103,1773,204,3.1,12,32,23,99,122,281,222,115,39,17
"Doctor Who: The Doctor, the Widow and the Wardrobe",2011,Farren Blackburn,59,5301,533,3.0,45,92,80,184,253,544,291,230,30,111
The Island of Dr. Moreau,1977,Don Taylor,99,1818,212,2.8,10,26,35,147,249,375,147,57,5,6
"The World, the Flesh and the Devil",1959,Ranald MacDougall,95,1076,243,3.5,0,5,5,26,65,150,240,186,55,25
"Caltiki, the Immortal Monster",1959,"Mario Bava,Riccardo Freda",76,1169,242,3.1,4,10,14,55,139,319,187,99,13,9
Drive,1997,Steve Wang,100,1373,348,3.4,2,8,16,48,62,192,180,209,55,47
Dr. Caligari,1989,Stephen Sayadian,80,872,246,3.4,2,17,19,33,31,96,82,103,43,55
Alien: Covenant - Prologue: The Crossing,2017,Ridley Scott,3,3163,365,3.1,12,34,28,101,154,524,283,207,30,38
Future World,2018,"James Franco,Bruce Thierry Cheung",88,1427,64,1.6,228,317,190,190,76,62,21,12,2,8
Dragon Ball Z: Super Android 13!,1992,Daisuke Nishio,46,3932,381,2.8,28,65,108,313,388,555,275,133,13,39
Robot,2010,S. Shankar,155,2550,365,3.0,46,51,60,139,166,304,243,237,42,61
Dead Mountaineer's Hotel,1979,Grigori Kromanov,80,805,195,3.4,1,4,8,38,55,124,118,100,46,28
Starship Troopers 3: Marauder,2008,Edward Neumeier,105,3231,157,2.1,159,272,273,419,297,250,79,45,9,14
Creative Control,2015,Benjamin Dickinson,97,1281,152,2.8,19,31,54,124,159,257,145,93,22,9
Wing Commander,1999,Christopher Roberts,100,3493,138,1.8,208,439,295,348,161,142,40,31,10,15
Altered,2006,Eduardo Sánchez,88,1829,235,2.9,17,42,54,135,171,312,202,120,20,13
A Sound of Thunder,2005,Peter Hyams,110,3077,111,1.7,289,397,243,309,196,149,40,37,6,13
Doomsday Book,2012,"Kim Jee-woon,Yim Pil-sung",113,1587,176,3.0,13,24,31,131,175,284,184,116,28,17
Queen of Blood,1966,Curtis Harrington,81,928,148,2.8,2,17,44,101,121,183,77,40,6,6
Island of the Fishmen,1979,Sergio Martino,93,1199,188,2.7,12,20,43,136,195,266,103,50,2,9
Doctor Who: The Husbands of River Song,2015,Douglas Mackinnon,60,4121,672,3.5,15,40,24,102,124,392,390,455,145,174
The Being,1983,Jackie Kong,81,1143,196,2.6,15,48,56,136,166,205,109,42,3,4
More,1998,Mark Osborne,6,2286,456,3.8,3,9,6,40,50,173,272,382,190,169
Dragon Ball Z: Bio-Broly,1994,Yoshihiro Ueda,50,4008,213,2.0,200,374,281,455,287,293,74,45,7,29
The Butterfly Effect 3: Revelations,2009,Seth Grossman,90,3650,145,2.3,111,183,157,343,243,295,125,87,19,34
Kill Command,2016,Steven Gomez,99,2077,219,2.6,35,68,91,234,341,395,172,80,11,10
The Giant Claw,1957,Fred F. Sears,75,1516,233,2.4,31,81,101,209,189,163,63,52,6,20
Galaxy Express 999,1979,Rintaro,128,1332,308,3.6,3,8,7,18,44,128,143,207,71,70
The Wall,2012,Julian Pölsler,104,1907,298,3.4,13,18,30,85,137,249,282,279,85,102
Death Machine,1994,Stephen Norrington,117,1587,280,2.9,17,51,33,131,168,256,164,118,17,21
Day of the Animals,1977,William Girdler,97,1451,255,2.7,10,59,51,167,168,254,152,72,6,17
No Blade of Grass,1970,Cornel Wilde,96,1307,174,2.7,14,40,57,167,189,295,134,71,14,4
The Day the Earth Caught Fire,1961,Val Guest,98,1468,294,3.6,0,5,4,38,51,178,214,300,84,58
The Food of the Gods,1976,Bert I. Gordon,88,1581,177,2.4,44,85,96,190,163,185,85,47,5,11
Audrey Rose,1977,Robert Wise,113,1897,211,2.7,10,35,72,202,223,301,155,79,10,12
Dylan Dog: Dead of Night,2011,Kevin Munroe,107,3186,198,2.2,156,207,205,376,283,308,111,52,9,8
The Philadelphia Experiment,1984,Stewart Raffill,102,3234,241,2.8,9,41,61,239,310,515,184,73,12,20
Casshern,2004,Kazuaki Kiriya,141,2805,268,2.8,34,75,103,212,216,342,197,154,31,41
The X from Outer Space,1967,Kazui Nihonmatsu,89,1333,240,2.7,9,41,66,170,186,241,106,50,5,13
The Nest,1988,Terence H. Winkless,89,1517,254,2.8,5,31,50,160,212,326,152,61,9,13
The Blood of Heroes,1989,David Webb Peoples,100,1564,285,3.1,7,22,38,93,113,259,171,148,28,40
Decoder,1984,Muscha,87,912,237,3.3,6,11,11,29,54,142,133,127,35,28
Intact,2001,Juan Carlos Fresnadillo,108,2062,260,3.3,4,13,18,93,113,347,297,258,51,46
Ghost in the Machine,1993,Rachel Talalay,104,1602,158,2.6,18,73,66,185,145,173,78,65,14,18
Altered Carbon: Resleeved,2020,"Yoshiyuki Okada,Takeru Nakajima",75,2005,347,3.0,9,31,57,180,273,550,322,177,21,20
Snatchers,2019,"Stephen Cedars,Benji Kleiman",93,1438,291,3.0,19,41,49,124,164,346,271,164,16,19
Gantz,2010,Shinsuke Sato,130,2772,331,3.1,8,34,43,132,199,465,302,216,47,45
The Incident,2014,Isaac Ezban,102,1630,309,3.2,21,34,36,98,142,284,272,234,60,50
Mysterious Island,1961,Cy Endfield,101,1911,367,3.3,2,5,13,64,125,371,297,191,28,31
Ultimate Avengers 2,2006,"Dick Sebast,Bob Richardson,Will Meugniot",73,3603,425,2.8,18,50,89,329,328,606,245,118,18,27
D.A.R.Y.L.,1985,Simon Wincer,100,3606,385,2.9,9,26,46,238,284,479,210,132,22,32
Alien Abduction,2014,Matty Beckerman,85,2631,155,2.2,111,261,169,297,274,263,105,61,12,16
A Safe Place,1971,Henry Jaglom,94,1048,96,2.5,23,71,71,105,84,115,70,39,17,14
The Cat from Outer Space,1978,Norman Tokar,104,2503,364,2.9,6,35,44,170,214,379,165,109,12,38
The Valley of Gwangi,1969,Jim O'Connolly,96,1744,381,3.1,3,14,19,91,153,356,245,135,28,26
C.H.U.D. II: Bud the Chud,1989,David Irving,85,1859,278,2.4,48,130,129,251,183,213,87,65,10,27
Gunbuster,1988,Hideaki Anno,180,1863,596,4.0,3,3,8,20,26,84,177,365,216,180
Dragon Ball Z: Wrath of the Dragon,1995,Mitsuo Hashimoto,51,4234,551,3.1,9,30,50,171,266,704,449,303,45,67
R.O.T.O.R.,1987,Cullen Blaine,90,1635,286,2.1,134,204,124,170,82,104,67,58,12,42
The Lost Skeleton of Cadavra,2001,Larry Blamire,90,1821,445,3.5,7,19,27,54,73,189,225,235,75,108
The Nude Vampire,1970,Jean Rollin,81,1266,273,3.2,8,22,27,72,96,172,170,150,42,46
Doctor Who: The Next Doctor,2008,Andy Goddard,60,6117,644,3.2,16,30,51,172,264,712,390,309,40,120
Sinbad and the Eye of the Tiger,1977,Sam Wanamaker,113,2502,386,3.1,3,18,31,117,193,473,258,160,25,35
The Killer Shrews,1959,Ray Kellogg,69,2101,219,2.2,70,168,163,283,164,168,73,42,1,15
"Yor, the Hunter from the Future",1983,Antonio Margheriti,98,1656,342,2.6,39,101,91,169,130,217,125,82,12,28
Shocking Dark,1989,Bruno Mattei,90,1614,315,2.5,48,93,98,172,164,232,95,90,7,25
Extraterrestrial,2011,Nacho Vigalondo,90,1915,252,3.0,12,25,40,114,185,354,287,163,24,17
Birdemic 2: The Resurrection,2013,James Nguyen,82,2415,162,1.1,1028,252,56,53,35,33,17,30,12,49
Mega Shark vs. Giant Octopus,2009,Jack Perez,90,3389,155,1.5,569,496,205,226,93,100,29,41,8,30
There's Nothing Out There,1991,Rolfe Kanefsky,91,1382,337,3.0,11,25,40,111,148,291,231,127,24,25
Status Update,2018,Scott Speer,106,2285,229,2.2,222,235,137,232,193,228,89,79,12,51
Dragon Ball Z: Bojack Unbound,1993,,51,4486,536,3.0,17,56,80,263,348,699,380,238,52,70
The New Barbarians,1983,Enzo G. Castellari,91,1640,300,2.7,29,81,84,157,141,249,167,99,18,19
Ivan Vasilyevich Changes His Profession,1973,Leonid Gayday,93,2323,484,3.8,2,11,19,37,60,171,228,323,168,237
Hands of Steel,1986,Sergio Martino,94,1616,348,2.9,17,63,41,156,139,340,200,128,20,25
The Guyver,1991,"Steve Wang,Screaming Mad George",88,2527,328,2.6,30,89,129,327,245,346,127,80,10,30
Hulk vs. Thor,2009,Sam Liu,41,3748,495,2.9,16,49,64,285,405,664,251,169,26,41
Dragon Ball Z: The History of Trunks,1993,Yoshihiro Ueda,48,4461,786,3.5,7,16,19,91,146,501,571,586,114,162
Quintet,1979,Robert Altman,118,1404,146,2.5,31,84,79,163,144,151,96,61,19,16
Attack of the Crab Monsters,1957,Roger Corman,62,1566,227,2.6,19,64,83,191,188,242,94,48,6,11
Batman Beyond: The Movie,1999,"Curt Geda,Dan Riba,Yukio Suzuki,Butch Lukic",43,4326,638,3.5,4,13,8,56,96,490,365,395,75,100
A Troll in Central Park,1994,"Gary Goldman,Don Bluth",76,5058,309,2.2,176,254,197,317,227,303,90,96,17,44
Return of the Fly,1959,Edward Bernds,80,2083,278,2.8,4,30,59,202,276,420,131,70,11,13
The Creature Walks Among Us,1956,John Sherwood,79,1761,269,2.7,4,41,43,214,226,327,114,66,14,15
Firebase,2017,Neill Blomkamp,27,2483,495,3.3,4,18,40,108,177,435,419,323,65,64
Monsters: Dark Continent,2014,Tom Green,119,2233,114,2.0,141,317,251,351,198,219,77,43,6,6
A-X-L,2018,Oliver Daly,98,2197,225,2.3,93,207,218,346,227,264,94,68,14,38
Dragon Ball Z: Bardock - The Father of Goku,1990,Mitsuo Hashimoto,48,4777,760,3.4,8,21,32,109,173,628,584,493,110,125
The Children,1980,Max Kalmanowicz,93,1477,316,2.9,11,31,49,128,176,321,185,95,11,18
First Men in the Moon,1964,Nathan H. Juran,103,1538,293,3.1,2,11,18,63,131,338,199,129,16,22
Death Race 2050,2017,G.J. Echternkamp,93,2052,278,2.3,119,177,141,250,248,305,119,82,10,15
Inseminoid,1981,Norman J. Warren,93,1517,180,2.5,35,84,88,213,156,231,101,44,5,10
Franklyn,2008,Gerald McMorrow,98,2967,301,2.9,18,70,72,234,278,466,253,159,34,40
Big Ass Spider!,2013,Mike Mendez,80,2727,342,2.6,59,125,148,222,320,493,231,121,9,20
Frankenstein and the Monster from Hell,1974,Terence Fisher,93,1628,291,3.1,1,15,14,76,167,345,193,145,20,18
Rubber's Lover,1996,Shozin Fukui,91,894,231,3.5,5,11,5,27,34,117,116,101,51,53
The Dungeonmaster,1984,"Steven Ford,Charles Band,Ted Nicolaou,John Carl Buechler,Peter Manoogian,Rosemarie Turko,David Allen",73,1489,238,2.6,16,62,72,186,159,227,108,77,8,15
The Devil-Doll,1936,Tod Browning,78,1742,285,3.3,1,12,17,53,103,290,323,188,35,26
"Wax, or The Discovery of Television Among the Bees",1991,David Blair,85,749,266,3.7,7,7,9,18,16,65,78,102,64,99
The Curse,1987,David Keith,92,1747,236,2.7,14,53,71,221,248,333,142,59,7,11
When Worlds Collide,1951,Rudolph Maté,83,1887,264,3.1,0,12,16,86,151,426,247,144,16,19
Pixel Perfect,2004,Mark A.Z. Dippé,85,6986,351,2.4,80,185,159,327,265,315,103,112,16,59
Sword Art Online: The Movie - Ordinal Scale,2017,Tomohiko Itou,119,3026,553,3.1,57,96,108,175,231,433,358,354,108,125
Jetsons: The Movie,1990,"Joseph Barbera,William Hanna",82,5950,327,2.6,38,115,124,410,354,557,140,96,12,41
The Evil of Frankenstein,1964,Freddie Francis,86,1803,274,2.9,5,18,29,141,229,421,184,78,10,18
Tetsuo: The Bullet Man,2009,Shinya Tsukamoto,71,1696,186,2.7,29,49,75,186,174,217,132,76,21,23
Starship Troopers 2: Hero of the Federation,2004,Phil Tippett,88,4634,150,1.7,357,571,414,497,232,189,61,37,4,10
The Green Slime,1968,"Kinji Fukasaku,Katsuhiko Taguchi",90,1597,324,2.8,18,49,58,139,141,295,152,86,16,19
After Last Season,2009,Mark Region,91,1290,192,1.5,592,81,20,21,11,31,27,43,23,72
Street Fighter: The Legend of Chun-Li,2009,Andrzej Bartkowiak,97,3853,91,1.4,542,666,344,277,142,109,28,20,5,10
Samurai Jack: The Premiere Movie,2001,Genndy Tartakovsky,90,3721,831,4.0,8,7,5,22,30,170,234,628,290,383
Aelita: Queen of Mars,1924,Yakov Protazanov,111,1511,168,3.1,2,14,15,72,132,285,176,140,24,22
The Cat,1992,Lam Nai-Choi,84,711,231,3.5,1,3,11,22,37,91,125,110,46,31
Six-String Samurai,1998,Lance Mungia,91,2538,506,3.1,16,49,51,155,134,325,269,247,55,79
The Invisible,2007,David S. Goyer,102,4376,339,2.7,60,146,177,393,364,492,312,179,43,69
TEKKEN,2010,Dwight H. Little,92,4306,183,1.8,270,526,376,499,293,224,86,47,10,14
Steins;Gate: The Movie − Load Region of Déjà Vu,2013,"Kanji Wakabayashi,Takuya Sato,Hiroshi Hamazaki",90,3465,573,3.5,10,30,42,100,172,359,514,545,248,137
Here Alone,2016,Rod Blackhurst,97,2045,229,2.8,24,62,58,252,299,432,222,148,24,17
Theodore Rex,1995,Jonathan R. Betuel,92,3143,114,1.4,482,455,201,162,63,64,17,16,3,29
24 Hours to Live,2017,Brian Smrz,94,2533,254,2.6,33,97,145,371,405,511,187,78,11,17
The Stone Tape,1972,Peter Sasdy,90,1254,270,3.3,4,16,8,45,84,180,203,197,30,37
Doctor Who: Voyage of the Damned,2007,James Strong,72,6779,838,3.4,8,35,31,128,201,660,510,503,102,203
Suburban Commando,1991,Burt Kennedy,88,4722,333,2.1,140,375,318,510,313,313,93,57,11,30
Robot Chicken: Star Wars,2007,Seth Green,23,5672,853,3.5,9,35,24,89,137,535,546,713,148,172
The Bed Sitting Room,1969,Richard Lester,91,1274,217,3.2,8,15,21,54,90,190,139,142,24,29
A Kid in King Arthur's Court,1995,Michael Gottlieb,89,6021,258,2.1,101,281,268,571,329,319,79,48,6,21
King Kong Escapes,1967,Ishirō Honda,104,1874,386,2.9,5,37,70,159,223,367,176,101,12,35
The Heroic Trio,1993,Johnnie To,88,1841,442,3.4,1,13,18,56,103,290,234,266,58,69
Rouge,1987,Stanley Kwan,96,1435,342,3.7,0,3,3,28,32,123,212,280,96,92
Mighty Joe Young,1949,Ernest B. Schoedsack,94,2115,421,3.4,2,8,10,58,100,299,299,278,68,46
The Web,2013,Nathan Fielder,4,2777,845,4.2,33,38,20,31,27,85,80,179,74,725
Kingdom of the Spiders,1977,John “Bud” Cardos,97,2224,375,2.9,14,62,80,155,178,336,236,146,30,29
Quatermass II,1957,Val Guest,85,1583,300,3.4,0,1,6,41,73,266,286,186,36,22
Renaissance,2006,Christian Volckman,105,2917,281,3.0,12,30,43,186,232,458,336,187,32,23
